0,5,5,100,1
0,12,4,100,1
1,5,7,100,1
1,12,4,100,1
2,5,5,100,1
2,12,6,100,1
3,5,6,100,1
3,12,4,100,1
4,5,7,100,1
4,12,3,100,1
5,5,6,100,1
5,12,3,100,1
6,5,6,100,1
6,12,4,100,1
7,5,6,100,1
7,12,4,100,1
8,5,6,100,1
8,12,4,100,1
9,5,6,100,1
9,12,6,100,1
10,5,5,100,1
10,12,4,100,1
11,5,6,100,1
11,12,4,100,1
12,5,6,100,1
12,12,4,100,1
13,5,6,100,1
13,12,4,100,1
14,5,7,100,1
14,12,3,100,1
15,5,8,100,1
15,12,4,100,1
16,5,6,100,1
16,12,5,100,1
17,5,7,100,1
17,12,4,100,1
18,5,7,100,1
18,12,4,100,1
19,5,6,100,1
19,12,4,100,1
20,5,6,100,1
20,12,4,100,1
21,5,6,100,1
21,12,4,100,1
22,5,5,100,1
22,12,4,100,1
23,5,6,100,1
23,12,5,100,1
24,5,6,100,1
24,12,4,100,1
25,5,4,100,1
25,12,4,100,1
26,5,6,100,1
26,12,6,100,1
27,5,7,100,1
27,12,5,100,1
